code|name|category|featured
SE.PRE.ENRR.FE|School enrollment, preprimary, female (% gross)|Education|FALSE
SE.PRE.ENRR.MA|School enrollment, preprimary, male (% gross)|Education|FALSE
SE.PRM.ENRR|School enrollment, primary (% gross)|Education|TRUE
SE.PRM.NENR|School enrollment, primary (% net)|Education|TRUE
SE.ENR.PRIM.FM.ZS|School enrollment, primary (gross), gender parity index (GPI)|Education|TRUE
SE.ENR.PRSC.FM.ZS|School enrollment, primary and secondary (gross), gender parity index (GPI)|Education|TRUE
SE.PRM.ENRR.FE|School enrollment, primary, female (% gross)|Education|FALSE
SE.PRM.NENR.FE|School enrollment, primary, female (% net)|Education|FALSE
SE.PRM.ENRR.MA|School enrollment, primary, male (% gross)|Education|FALSE
SE.PRM.NENR.MA|School enrollment, primary, male (% net)|Education|FALSE
SE.PRM.PRIV.ZS|School enrollment, primary, private (% of total primary)|Education|FALSE
SE.SEC.ENRR|School enrollment, secondary (% gross)|Education|TRUE
SE.SEC.NENR|School enrollment, secondary (% net)|Education|TRUE
SE.ENR.SECO.FM.ZS|School enrollment, secondary (gross), gender parity index (GPI)|Education|FALSE
SE.SEC.ENRR.FE|School enrollment, secondary, female (% gross)|Education|FALSE
SE.SEC.NENR.FE|School enrollment, secondary, female (% net)|Education|FALSE
SE.SEC.ENRR.MA|School enrollment, secondary, male (% gross)|Education|FALSE
SE.SEC.NENR.MA|School enrollment, secondary, male (% net)|Education|FALSE
SE.SEC.PRIV.ZS|School enrollment, secondary, private (% of total secondary)|Education|FALSE
SE.TER.ENRR|School enrollment, tertiary (% gross)|Education|TRUE
SE.ENR.TERT.FM.ZS|School enrollment, tertiary (gross), gender parity index (GPI)|Education|FALSE
SE.TER.ENRR.FE|School enrollment, tertiary, female (% gross)|Education|FALSE
SE.TER.ENRR.MA|School enrollment, tertiary, male (% gross)|Education|FALSE
SE.SEC.DURS|Secondary education, duration (years)|Education|FALSE
SE.SEC.ENRL.GC|Secondary education, general pupils|Education|FALSE
SE.SEC.ENRL.GC.FE.ZS|Secondary education, general pupils (% female)|Education|FALSE
SE.SEC.ENRL|Secondary education, pupils|Education|FALSE
SE.SEC.ENRL.FE.ZS|Secondary education, pupils (% female)|Education|FALSE
SE.SEC.TCHR|Secondary education, teachers|Education|FALSE
SE.SEC.TCHR.FE.ZS|Secondary education, teachers (% female)|Education|FALSE
SE.SEC.TCHR.FE|Secondary education, teachers, female|Education|FALSE
SE.SEC.ENRL.VO|Secondary education, vocational pupils|Education|FALSE
SE.SEC.ENRL.VO.FE.ZS|Secondary education, vocational pupils (% female)|Education|FALSE
SE.TER.TCHR.FE.ZS|Tertiary education, academic staff (% female)|Education|FALSE
SE.SEC.TCAQ.LO.ZS|Trained teachers in lower secondary education (% of total teachers)|Education|FALSE
SE.SEC.TCAQ.LO.FE.ZS|Trained teachers in lower secondary education, female (% of female teachers)|Education|FALSE
SE.SEC.TCAQ.LO.MA.ZS|Trained teachers in lower secondary education, male (% of male teachers)|Education|FALSE
SE.PRE.TCAQ.ZS|Trained teachers in preprimary education (% of total teachers)|Education|FALSE
SE.PRE.TCAQ.FE.ZS|Trained teachers in preprimary education, female (% of female teachers)|Education|FALSE
SE.PRE.TCAQ.MA.ZS|Trained teachers in preprimary education, male (% of male teachers)|Education|FALSE
SE.PRM.TCAQ.ZS|Trained teachers in primary education (% of total teachers)|Education|TRUE
SE.PRM.TCAQ.FE.ZS|Trained teachers in primary education, female (% of female teachers)|Education|FALSE
SE.PRM.TCAQ.MA.ZS|Trained teachers in primary education, male (% of male teachers)|Education|FALSE
SE.SEC.TCAQ.ZS|Trained teachers in secondary education (% of total teachers)|Education|FALSE
SE.SEC.TCAQ.FE.ZS|Trained teachers in secondary education, female (% of female teachers)|Education|FALSE
SE.SEC.TCAQ.MA.ZS|Trained teachers in secondary education, male (% of male teachers)|Education|FALSE
SE.SEC.TCAQ.UP.ZS|Trained teachers in upper secondary education (% of total teachers)|Education|FALSE
SE.SEC.TCAQ.UP.FE.ZS|Trained teachers in upper secondary education, female (% of female teachers)|Education|FALSE
SE.SEC.TCAQ.UP.MA.ZS|Trained teachers in upper secondary education, male (% of male teachers)|Education|FALSE
SL.UEM.TOTL.FE.ZS|Unemployment, female (% of female labor force) (modeled ILO estimate)|Education|TRUE
SL.UEM.TOTL.MA.ZS|Unemployment, male (% of male labor force) (modeled ILO estimate)|Education|TRUE
SL.UEM.TOTL.ZS|Unemployment, total (% of total labor force) (modeled ILO estimate)|Education|TRUE
EG.ELC.ACCS.ZS|Access to electricity (% of population)|Energy & Mining|TRUE
EG.ELC.ACCS.RU.ZS|Access to electricity, rural (% of rural population)|Energy & Mining|FALSE
EG.ELC.ACCS.UR.ZS|Access to electricity, urban (% of urban population)|Energy & Mining|FALSE
NY.ADJ.DNGY.GN.ZS|Adjusted savings: energy depletion (% of GNI)|Energy & Mining|FALSE
NY.ADJ.DNGY.CD|Adjusted savings: energy depletion (current US$)|Energy & Mining|FALSE
NY.ADJ.DMIN.GN.ZS|Adjusted savings: mineral depletion (% of GNI)|Energy & Mining|FALSE
NY.ADJ.DMIN.CD|Adjusted savings: mineral depletion (current US$)|Energy & Mining|FALSE
NY.ADJ.DRES.GN.ZS|Adjusted savings: natural resources depletion (% of GNI)|Energy & Mining|FALSE
EG.USE.COMM.CL.ZS|Alternative and nuclear energy (% of total energy use)|Energy & Mining|TRUE
EG.USE.CRNW.ZS|Combustible renewables and waste (% of total energy)|Energy & Mining|FALSE
EG.USE.ELEC.KH.PC|Electric power consumption (kWh per capita)|Energy & Mining|TRUE
EG.ELC.LOSS.ZS|Electric power transmission and distribution losses (% of output)|Energy & Mining|FALSE
EG.ELC.COAL.ZS|Electricity production from coal sources (% of total)|Energy & Mining|FALSE
EG.ELC.HYRO.ZS|Electricity production from hydroelectric sources (% of total)|Energy & Mining|FALSE
EG.ELC.NGAS.ZS|Electricity production from natural gas sources (% of total)|Energy & Mining|FALSE
EG.ELC.NUCL.ZS|Electricity production from nuclear sources (% of total)|Energy & Mining|FALSE
EG.ELC.PETR.ZS|Electricity production from oil sources (% of total)|Energy & Mining|FALSE
EG.ELC.FOSL.ZS|Electricity production from oil, gas and coal sources (% of total)|Energy & Mining|FALSE
EG.ELC.RNWX.ZS|Electricity production from renewable sources, excluding hydroelectric (% of total)|Energy & Mining|FALSE
EG.ELC.RNWX.KH|Electricity production from renewable sources, excluding hydroelectric (kWh)|Energy & Mining|FALSE
EG.IMP.CONS.ZS|Energy imports, net (% of energy use)|Energy & Mining|TRUE
EG.EGY.PRIM.PP.KD|Energy intensity level of primary energy (MJ/$2017 PPP GDP)|Energy & Mining|TRUE
EG.USE.PCAP.KG.OE|Energy use (kg of oil equivalent per capita)|Energy & Mining|TRUE
EG.USE.COMM.GD.PP.KD|Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)|Energy & Mining|FALSE
IC.FRM.BNKS.ZS|Firms using banks to finance investment (% of firms)|Energy & Mining|FALSE
EG.USE.COMM.FO.ZS|Fossil fuel energy consumption (% of total)|Energy & Mining|TRUE
TX.VAL.FUEL.ZS.UN|Fuel exports (% of merchandise exports)|Energy & Mining|TRUE
TM.VAL.FUEL.ZS.UN|Fuel imports (% of merchandise imports)|Energy & Mining|FALSE
EG.GDP.PUSE.KO.PP|GDP per unit of energy use (PPP $ per kg of oil equivalent)|Energy & Mining|FALSE
EG.GDP.PUSE.KO.PP.KD|GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)|Energy & Mining|TRUE
IE.PPI.ENGY.CD|Investment in energy with private participation (current US$)|Energy & Mining|TRUE
NY.GDP.MINR.RT.ZS|Mineral rents (% of GDP)|Energy & Mining|FALSE
NY.GDP.NGAS.RT.ZS|Natural gas rents (% of GDP)|Energy & Mining|FALSE
NY.GDP.PETR.RT.ZS|Oil rents (% of GDP)|Energy & Mining|FALSE
TX.VAL.MMTL.ZS.UN|Ores and metals exports (% of merchandise exports)|Energy & Mining|TRUE
TM.VAL.MMTL.ZS.UN|Ores and metals imports (% of merchandise imports)|Energy & Mining|FALSE
EG.ELC.RNEW.ZS|Renewable electricity output (% of total electricity output)|Energy & Mining|TRUE
EG.FEC.RNEW.ZS|Renewable energy consumption (% of total final energy consumption)|Energy & Mining|TRUE
IC.ELC.TIME|Time required to get electricity (days)|Energy & Mining|TRUE
IC.ELC.DURS|Time to obtain an electrical connection (days)|Energy & Mining|FALSE
NY.GDP.TOTL.RT.ZS|Total natural resources rents (% of GDP)|Energy & Mining|TRUE
IC.FRM.OUTG.ZS|Value lost due to electrical outages (% of sales for affected firms)|Energy & Mining|FALSE
EG.CFT.ACCS.ZS|Access to clean fuels and technologies for cooking (% of population)|Environment|FALSE
EG.CFT.ACCS.RU.ZS|Access to clean fuels and technologies for cooking, rural (% of rural population)|Environment|FALSE
EG.CFT.ACCS.UR.ZS|Access to clean fuels and technologies for cooking, urban (% of urban population)|Environment|FALSE
EG.ELC.ACCS.ZS|Access to electricity (% of population)|Environment|TRUE
NY.ADJ.SVNX.GN.ZS|Adjusted net savings, excluding particulate emission damage (% of GNI)|Environment|FALSE
NY.ADJ.SVNX.CD|Adjusted net savings, excluding particulate emission damage (current US$)|Environment|FALSE
NY.ADJ.SVNG.GN.ZS|Adjusted net savings, including particulate emission damage (% of GNI)|Environment|TRUE
NY.ADJ.SVNG.CD|Adjusted net savings, including particulate emission damage (current US$)|Environment|FALSE
NY.ADJ.DCO2.GN.ZS|Adjusted savings: carbon dioxide damage (% of GNI)|Environment|FALSE
NY.ADJ.DCO2.CD|Adjusted savings: carbon dioxide damage (current US$)|Environment|FALSE
NY.ADJ.DKAP.GN.ZS|Adjusted savings: consumption of fixed capital (% of GNI)|Environment|FALSE
NY.ADJ.DKAP.CD|Adjusted savings: consumption of fixed capital (current US$)|Environment|FALSE
NY.ADJ.AEDU.GN.ZS|Adjusted savings: education expenditure (% of GNI)|Environment|FALSE
NY.ADJ.AEDU.CD|Adjusted savings: education expenditure (current US$)|Environment|FALSE
NY.ADJ.DNGY.GN.ZS|Adjusted savings: energy depletion (% of GNI)|Environment|FALSE
NY.ADJ.DNGY.CD|Adjusted savings: energy depletion (current US$)|Environment|FALSE
NY.ADJ.ICTR.GN.ZS|Adjusted savings: gross savings (% of GNI)|Environment|FALSE
NY.ADJ.DMIN.GN.ZS|Adjusted savings: mineral depletion (% of GNI)|Environment|FALSE
NY.ADJ.DMIN.CD|Adjusted savings: mineral depletion (current US$)|Environment|FALSE
NY.ADJ.DFOR.GN.ZS|Adjusted savings: net forest depletion (% of GNI)|Environment|FALSE
NY.ADJ.DFOR.CD|Adjusted savings: net forest depletion (current US$)|Environment|FALSE
NY.ADJ.NNAT.GN.ZS|Adjusted savings: net national savings (% of GNI)|Environment|FALSE
NY.ADJ.NNAT.CD|Adjusted savings: net national savings (current US$)|Environment|FALSE
NY.ADJ.DPEM.GN.ZS|Adjusted savings: particulate emission damage (% of GNI)|Environment|FALSE
NY.ADJ.DPEM.CD|Adjusted savings: particulate emission damage (current US$)|Environment|FALSE
AG.LND.AGRI.ZS|Agricultural land (% of land area)|Environment|TRUE
ER.H2O.FWAG.ZS|Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)|Environment|FALSE
ER.H2O.FWDM.ZS|Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)|Environment|FALSE
ER.H2O.FWIN.ZS|Annual freshwater withdrawals, industry (% of total freshwater withdrawal)|Environment|FALSE
ER.H2O.FWTL.ZS|Annual freshwater withdrawals, total (% of internal resources)|Environment|TRUE
ER.H2O.FWTL.K3|Annual freshwater withdrawals, total (billion cubic meters)|Environment|TRUE
ER.FSH.AQUA.MT|Aquaculture production (metric tons)|Environment|FALSE
AG.LND.ARBL.ZS|Arable land (% of land area)|Environment|TRUE
AG.LND.PRCP.MM|Average precipitation in depth (mm per year)|Environment|FALSE
EN.BIR.THRD.NO|Bird species, threatened|Environment|TRUE
ER.FSH.CAPT.MT|Capture fisheries production (metric tons)|Environment|FALSE
EN.GHG.CO2.ZG.AR5|Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990)|Environment|FALSE
EN.GHG.CO2.MT.CE.AR5|Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.PC.CE.AR5|Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)|Environment|FALSE
EN.GHG.CO2.AG.MT.CE.AR5|Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.BU.MT.CE.AR5|Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.FE.MT.CE.AR5|Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.IC.MT.CE.AR5|Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.IP.MT.CE.AR5|Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.PI.MT.CE.AR5|Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.TR.MT.CE.AR5|Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.WA.MT.CE.AR5|Carbon dioxide (CO2) emissions from Waste (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.LU.DF.MT.CE.AR5|Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.LU.FL.MT.CE.AR5|Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.LU.OS.MT.CE.AR5|Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.LU.OL.MT.CE.AR5|Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.LU.MT.CE.AR5|Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e)|Environment|FALSE
EN.GHG.CO2.RT.GDP.PP.KD|Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)|Environment|FALSE
EN.GHG.CO2.RT.GDP.KD|Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP)|Environment|FALSE
NY.GDP.COAL.RT.ZS|Coal rents (% of GDP)|Environment|FALSE
EN.CLC.DRSK.XQ|Disaster risk reduction progress score (1-5 scale; 5=best)|Environment|FALSE
EN.CLC.MDAT.ZS|Droughts, floods, extreme temperatures (% of population, average 1990-2009)|Environment|FALSE
EG.ELC.FOSL.ZS|Electricity production from oil, gas and coal sources (% of total)|Environment|FALSE
EG.ELC.RNWX.ZS|Electricity production from renewable sources, excluding hydroelectric (% of total)|Environment|FALSE
EG.ELC.RNWX.KH|Electricity production from renewable sources, excluding hydroelectric (kWh)|Environment|FALSE
EG.EGY.PRIM.PP.KD|Energy intensity level of primary energy (MJ/$2017 PPP GDP)|Environment|TRUE
EN.GHG.FGAS.IP.MT.CE.AR5|F-gases emissions from Industrial Processes (Mt CO2e)|Environment|FALSE
EN.FSH.THRD.NO|Fish species, threatened|Environment|TRUE
AG.LND.FRST.ZS|Forest area (% of land area)|Environment|TRUE
AG.LND.FRST.K2|Forest area (sq. km)|Environment|TRUE
NY.GDP.FRST.RT.ZS|Forest rents (% of GDP)|Environment|FALSE
AG.LND.TOTL.K2|Land area (sq. km)|Environment|TRUE
AG.LND.EL5M.ZS|Land area where elevation is below 5 meters (% of total land area)|Environment|TRUE
ER.H2O.FWST.ZS|Level of water stress: freshwater withdrawal as a proportion of available freshwater resources|Environment|FALSE
EN.MAM.THRD.NO|Mammal species, threatened|Environment|TRUE
ER.MRN.PTMR.ZS|Marine protected areas (% of territorial waters)|Environment|FALSE
EN.GHG.CH4.ZG.AR5|Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)|Environment|FALSE
EN.GHG.CH4.MT.CE.AR5|Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.AG.MT.CE.AR5|Methane (CH4) emissions from Agriculture (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.BU.MT.CE.AR5|Methane (CH4) emissions from Building (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.FE.MT.CE.AR5|Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.IC.MT.CE.AR5|Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.IP.MT.CE.AR5|Methane (CH4) emissions from Industrial Processes (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.PI.MT.CE.AR5|Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.TR.MT.CE.AR5|Methane (CH4) emissions from Transport (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.CH4.WA.MT.CE.AR5|Methane (CH4) emissions from Waste (Mt CO2e)|Environment|FALSE
NY.GDP.MINR.RT.ZS|Mineral rents (% of GDP)|Environment|FALSE
SH.STA.AIRP.P5|Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)|Environment|FALSE
SH.STA.POIS.P5|Mortality rate attributed to unintentional poisoning (per 100,000 population)|Environment|FALSE
SH.STA.POIS.P5.FE|Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)|Environment|FALSE
SH.STA.POIS.P5.MA|Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)|Environment|FALSE
SH.STA.WASH.P5|Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)|Environment|FALSE
NY.GDP.NGAS.RT.ZS|Natural gas rents (% of GDP)|Environment|FALSE
EN.GHG.N2O.ZG.AR5|Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990)|Environment|FALSE
EN.GHG.N2O.MT.CE.AR5|Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.AG.MT.CE.AR5|Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.BU.MT.CE.AR5|Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.FE.MT.CE.AR5|Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.IC.MT.CE.AR5|Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.IP.MT.CE.AR5|Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.PI.MT.CE.AR5|Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.TR.MT.CE.AR5|Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e)|Environment|FALSE
EN.GHG.N2O.WA.MT.CE.AR5|Nitrous oxide (N2O) emissions from Waste (Mt CO2e)|Environment|FALSE
NY.GDP.PETR.RT.ZS|Oil rents (% of GDP)|Environment|FALSE
EN.ATM.PM25.MC.M3|PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)|Environment|TRUE
EN.ATM.PM25.MC.ZS|PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)|Environment|TRUE
EN.ATM.PM25.MC.T1.ZS|PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)|Environment|FALSE
EN.ATM.PM25.MC.T2.ZS|PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)|Environment|FALSE
EN.ATM.PM25.MC.T3.ZS|PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)|Environment|FALSE
SH.STA.ODFC.ZS|People practicing open defecation (% of population)|Environment|FALSE
SH.STA.ODFC.RU.ZS|People practicing open defecation, rural (% of rural population)|Environment|FALSE
SH.STA.ODFC.UR.ZS|People practicing open defecation, urban (% of urban population)|Environment|FALSE
SH.H2O.BASW.ZS|People using at least basic drinking water services (% of population)|Environment|FALSE
SH.H2O.BASW.RU.ZS|People using at least basic drinking water services, rural (% of rural population)|Environment|FALSE
SH.H2O.BASW.UR.ZS|People using at least basic drinking water services, urban (% of urban population)|Environment|FALSE
SH.STA.BASS.ZS|People using at least basic sanitation services (% of population)|Environment|FALSE
SH.STA.BASS.RU.ZS|People using at least basic sanitation services, rural (% of rural population)|Environment|FALSE
SH.STA.BASS.UR.ZS|People using at least basic sanitation services, urban (% of urban population)|Environment|FALSE
SH.H2O.SMDW.ZS|People using safely managed drinking water services (% of population)|Environment|FALSE
SH.H2O.SMDW.RU.ZS|People using safely managed drinking water services, rural (% of rural population)|Environment|FALSE
SH.H2O.SMDW.UR.ZS|People using safely managed drinking water services, urban (% of urban population)|Environment|FALSE
SH.STA.SMSS.ZS|People using safely managed sanitation services (% of population)|Environment|FALSE
SH.STA.SMSS.RU.ZS|People using safely managed sanitation services, rural (% of rural population)|Environment|FALSE
SH.STA.SMSS.UR.ZS|People using safely managed sanitation services, urban (% of urban population)|Environment|FALSE
SH.STA.HYGN.ZS|People with basic handwashing facilities including soap and water (% of population)|Environment|FALSE
SH.STA.HYGN.RU.ZS|People with basic handwashing facilities including soap and water, rural (% of rural population)|Environment|FALSE
SH.STA.HYGN.UR.ZS|People with basic handwashing facilities including soap and water, urban (% of urban population)|Environment|FALSE
EN.HPT.THRD.NO|Plant species (higher), threatened|Environment|TRUE
EN.POP.EL5M.ZS|Population living in areas where elevation is below 5 meters (% of total population)|Environment|TRUE
EN.POP.SLUM.UR.ZS|Population living in slums (% of urban population)|Environment|TRUE
EG.ELC.RNEW.ZS|Renewable electricity output (% of total electricity output)|Environment|TRUE
EG.FEC.RNEW.ZS|Renewable energy consumption (% of total final energy consumption)|Environment|TRUE
ER.H2O.INTR.PC|Renewable internal freshwater resources per capita (cubic meters)|Environment|TRUE
ER.H2O.INTR.K3|Renewable internal freshwater resources, total (billion cubic meters)|Environment|TRUE
AG.LND.TOTL.RU.K2|Rural land area (sq. km)|Environment|FALSE
AG.LND.EL5M.RU.ZS|Rural land area where elevation is below 5 meters (% of total land area)|Environment|FALSE
AG.LND.EL5M.RU.K2|Rural land area where elevation is below 5 meters (sq. km)|Environment|FALSE
EN.POP.EL5M.RU.ZS|Rural population living in areas where elevation is below 5 meters (% of total population)|Environment|FALSE
AG.SRF.TOTL.K2|Surface area (sq. km)|Environment|TRUE
ER.PTD.TOTL.ZS|Terrestrial and marine protected areas (% of total territorial area)|Environment|TRUE
ER.LND.PTLD.ZS|Terrestrial protected areas (% of total land area)|Environment|FALSE
ER.FSH.PROD.MT|Total fisheries production (metric tons)|Environment|FALSE
EN.GHG.TOT.ZG.AR5|Total greenhouse gas emissions excluding LULUCF (% change from 1990)|Environment|FALSE
EN.GHG.ALL.MT.CE.AR5|Total greenhouse gas emissions excluding LULUCF (Mt CO2e)|Environment|FALSE
EN.GHG.ALL.PC.CE.AR5|Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita)|Environment|FALSE
EN.GHG.ALL.LU.MT.CE.AR5|Total greenhouse gas emissions including LULUCF (Mt CO2e)|Environment|FALSE
NY.GDP.TOTL.RT.ZS|Total natural resources rents (% of GDP)|Environment|TRUE
AG.LND.TOTL.UR.K2|Urban land area (sq. km)|Environment|FALSE
AG.LND.EL5M.UR.ZS|Urban land area where elevation is below 5 meters (% of total land area)|Environment|FALSE
AG.LND.EL5M.UR.K2|Urban land area where elevation is below 5 meters (sq. km)|Environment|FALSE
EN.POP.EL5M.UR.ZS|Urban population living in areas where elevation is below 5 meters (% of total population)|Environment|FALSE
ER.GDP.FWTL.M3.KD|Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)|Environment|FALSE
DT.NFL.PCBO.CD|Commercial banks and other lending (PPG + PNG) (NFL, current US$)|External Debt|FALSE
BN.CAB.XOKA.CD|Current account balance (BoP, current US$)|External Debt|TRUE
DT.TDS.DPPF.XP.ZS|Debt service (PPG and IMF only, % of exports of goods, services and primary income)|External Debt|FALSE
DT.TDS.DPPG.CD|Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)|External Debt|FALSE
DT.TDS.DECT.CD|Debt service on external debt, total (TDS, current US$)|External Debt|FALSE
BX.GSR.TOTL.CD|Exports of goods, services and primary income (BoP, current US$)|External Debt|FALSE
DT.DOD.DECT.GN.ZS|External debt stocks (% of GNI)|External Debt|TRUE
DT.DOD.DLXF.CD|External debt stocks, long-term (DOD, current US$)|External Debt|FALSE
DT.DOD.DPNG.CD|External debt stocks, private nonguaranteed (PNG) (DOD, current US$)|External Debt|TRUE
DT.DOD.DPPG.CD|External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)|External Debt|TRUE
DT.DOD.DSTC.CD|External debt stocks, short-term (DOD, current US$)|External Debt|TRUE
DT.DOD.DECT.CD|External debt stocks, total (DOD, current US$)|External Debt|TRUE
BX.KLT.DINV.CD.WD|Foreign direct investment, net inflows (BoP, current US$)|External Debt|TRUE
NY.GNP.MKTP.CD|GNI (current US$)|External Debt|FALSE
BX.GRT.EXTA.CD.WD|Grants, excluding technical cooperation (BoP, current US$)|External Debt|TRUE
DT.DOD.MWBG.CD|IBRD loans and IDA credits (DOD, current US$)|External Debt|TRUE
DT.NFL.NIFC.CD|IFC, private nonguaranteed (NFL, US$)|External Debt|FALSE
DT.TDS.DIMF.CD|IMF repurchases and charges (TDS, current US$)|External Debt|FALSE
BM.GSR.TOTL.CD|Imports of goods, services and primary income (BoP, current US$)|External Debt|FALSE
DT.TDS.MLAT.PG.ZS|Multilateral debt service (% of public and publicly guaranteed debt service)|External Debt|FALSE
DT.TDS.MLAT.CD|Multilateral debt service (TDS, current US$)|External Debt|FALSE
DT.ODA.ODAT.GN.ZS|Net ODA received (% of GNI)|External Debt|TRUE
DT.ODA.ODAT.PC.ZS|Net ODA received per capita (current US$)|External Debt|TRUE
DT.NFL.MIBR.CD|Net financial flows, IBRD (NFL, current US$)|External Debt|FALSE
DT.NFL.MIDA.CD|Net financial flows, IDA (NFL, current US$)|External Debt|FALSE
DT.NFL.IMFC.CD|Net financial flows, IMF concessional (NFL, current US$)|External Debt|FALSE
DT.NFL.IMFN.CD|Net financial flows, IMF nonconcessional (NFL, current US$)|External Debt|FALSE
DT.NFL.RDBC.CD|Net financial flows, RDB concessional (NFL, current US$)|External Debt|FALSE
DT.NFL.RDBN.CD|Net financial flows, RDB nonconcessional (NFL, current US$)|External Debt|FALSE
DT.NFL.BLAT.CD|Net financial flows, bilateral (NFL, current US$)|External Debt|FALSE
DT.NFL.MLAT.CD|Net financial flows, multilateral (NFL, current US$)|External Debt|FALSE
DT.NFL.MOTH.CD|Net financial flows, others (NFL, current US$)|External Debt|FALSE
DT.NFL.DPNG.CD|Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)|External Debt|FALSE
DT.ODA.ODAT.CD|Net official development assistance received (current US$)|External Debt|TRUE
DT.NFL.PNGB.CD|PNG, bonds (NFL, current US$)|External Debt|FALSE
DT.NFL.PNGC.CD|PNG, commercial banks and other creditors (NFL, current US$)|External Debt|FALSE
DT.DOD.MIBR.CD|PPG, IBRD (DOD, current US$)|External Debt|FALSE
DT.DOD.MIDA.CD|PPG, IDA (DOD, current US$)|External Debt|FALSE
DT.NFL.PBND.CD|PPG, bonds (NFL, current US$)|External Debt|FALSE
